sent_id,context,eng,acu,afr,ake,alb,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,glv,got,grc,gre,guj,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,mar,mya,nep,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tel,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.MAT.8.5a,and when jesus was entered into capernaum there came unto him a centurion beseeching him,when,NULL,nadat,tai,kur,NULL,ولما,NULL,NULL,acõari,когато,tek,abut,anae,NULL,mɨ,ꮏꮙꮓ,NULL,ra,ari,NULL,antan,když,da,da,wen,waato,ɩlɛna,kiam,kui,esi,kun,comme,NULL,tra,þan,δὲ,οτε,NULL,जब,kad,mikor,waktu,þegar,NULL,hayet,NULL,NULL,akken,NA,NULL,cum,kad,NULL,tej,no,ह,NULL,जब,ijcuac,toen,da,ᐊᐲ,in,چون,nony,gdy,tendo,pic,NULL,NULL,NULL,NULL,cînd,когда,NULL,keď,ko,NULL,goortuu,cuando,kad,NULL,när,ܟܕ,నప,NULL,เม,NA,varınca,як,cuando,wode,gannaaw,kaloku,kwathi
b.MAT.8.10a,when jesus heard it he marvelled and said to them that followed verily i say unto you i have not found so great faith no not in israel,when,NULL,toe,tai,kur,quia,فلما,երբ,eta,to,като,tek,NULL,anae,NULL,mɨ,NULL,же,ra,ari,NULL,lè,tedy,da,da,wen,waato,ɩlɛna,kiam,kui,NULL,kuultuaan,après,kagena,tra,þan,δὲ,ακουσας,NULL,NULL,NULL,mikor,waktu,þegar,NULL,hayet,NULL,kapitián,mi,NA,NULL,NULL,to,NULL,tej,no,व,NULL,जब,ijcuac,NULL,da,ᐊᐲ,huan,چون,nony,gdy,NULL,ici,me,aretak,caita,kana,cînd,NULL,llig,keď,ko,wakati,goortuu,cuando,kad,NULL,när,ܟܕ,NULL,nang,คร,NA,NULL,NULL,cuando,wode,bi,ke,NULL
b.MAT.8.14a,and when jesus was come into peter s house he saw his wife s mother laid and sick of a fever,when,NULL,toe,NULL,hyri,NULL,ولما,NULL,NULL,ejacõari,когато,tek,pagsulod,anae,NULL,NULL,NULL,пришедъ,NULL,ari,ⲇⲉ,apre,NULL,NULL,und,wen,waato,NULL,kiam,NULL,esi,kun,ayant,NULL,tra,qimands,ἐλθὼν,ελθων,ય,NULL,ušavši,NULL,NULL,NULL,NULL,lahwi,NULL,NULL,NULL,NA,NULL,cum,kad,NULL,tej,no,NULL,NULL,NULL,NULL,NULL,da,NULL,huan,چون,nony,gdy,tendo,NULL,NULL,NULL,NA,kana,NULL,NULL,NULL,keď,ko,wakati,goortuu,entró,došavši,NULL,när,NULL,తర,nang,คร,NA,NULL,NULL,NULL,NULL,loolu,kaloku,NULL
b.MAT.8.16a,when the even was come they brought unto him many that were possessed with devils and he cast out the spirits with his word and healed all that were sick,when,NULL,toe,tai,kur,quia,ولما,երբ,eta,na,когато,tek,NULL,anae,NULL,mɨ,NULL,же,NULL,ari,ⲉⲧⲁ,lè,když,da,aber,na,NULL,ɩlɛna,kiam,NULL,NULL,NULL,NULL,orasi,tra,NULL,δὲ,οτε,ય,जब,NULL,est,waktu,þegar,NULL,hayet,NULL,NULL,mi,NA,NULL,NULL,vakaram,NULL,tej,NULL,NULL,NULL,ल,ijcuac,NULL,da,ᐊᐲ,huan,چون,nony,gdy,caída,ici,NULL,aretak,NULL,kana,NULL,когда,llig,keď,ko,ava,goortii,al,a,ilipokuwa,när,ܟܕ,నప,nang,พอค,NA,olunca,як,cuando,wode,NULL,NULL,kwathi
b.MAT.8.18a,now when jesus saw great multitudes about him he gave commandment to depart unto the other side,when,NULL,toe,tai,NULL,quia,ولما,NULL,NULL,NULL,като,tek,ni,anae,NULL,mɨ,NULL,же,ra,ari,NULL,NULL,NULL,da,da,wen,waato,ɩlɛna,kiam,NA,esi,kun,NULL,de,tra,þan,NULL,NULL,ય,NULL,kad,NULL,waktu,þegar,NULL,hayet,NULL,NULL,mi,NA,NULL,NULL,pārcelties,NULL,tej,NULL,NULL,NULL,NULL,ijcuac,NULL,da,NULL,huan,چون,nony,NULL,NULL,ici,NULL,NULL,NULL,kana,NULL,NULL,r,NULL,ko,wakati,goortuu,cuando,kad,NULL,då,ܟܕ,NULL,nang,คร,NA,NULL,як,cuando,NULL,bi,uthe,kwathi
b.MAT.8.23a,and when he was entered into a ship his disciples followed him,when,NULL,toe,NULL,mbasi,quia,ولما,երբ,NULL,NULL,когато,ri,NULL,anae,NULL,mɨ,ꮏꮙꮓ,NULL,NULL,ari,ⲟⲩⲟϩ,NULL,když,da,und,wen,alwaato,NULL,kiam,kui,NULL,NULL,NULL,kagena,tra,NULL,NULL,οτε,NULL,जब,kad,mikor,NULL,NULL,NULL,lahwi,NULL,nuyá,NULL,NA,NULL,ascendente,NULL,NULL,NULL,no,व,အခ,पछ,NULL,NULL,da,NULL,huan,چون,nony,gdy,entrando,ici,u,NULL,jesús,antunchi,NULL,когда,NULL,keď,ko,wakati,goortuu,NULL,kad,NULL,NULL,ܘܟܕ,నప,NULL,เม,NA,NULL,як,NULL,NULL,bi,ke,NULL
b.MAT.8.28a,and when he was come to the other side into the country of the gergesenes there met him two possessed with devils coming out of the tombs exceeding fierce so that no man might pass by that way,when,NULL,toe,tai,kur,jnda,ولما,երբ,cenean,to,когато,tek,pag,anae,既,mɨ,NULL,NULL,ra,ari,NULL,lè,když,da,und,wen,waato,ɩlɛna,kiam,NA,esi,kun,lorsqu,kagena,tra,qimandin,ἐλθόντος,οτε,ય,जब,kada,mikor,NULL,þegar,NULL,hayet,NULL,nuyá,mi,NA,NULL,cum,kad,kai,tej,no,ह,အခ,ग,ijcuac,toen,da,ᐊᐲ,huan,چون,nony,gdy,tendo,NULL,NULL,aretak,NULL,kana,cînd,когда,llig,keď,ko,wakati,goortuu,vez,kad,NULL,när,ܘܟܕ,NULL,nang,คร,NA,NULL,як,cuando,NULL,bi,kuthe,kwathi
b.MAT.8.32a,and he said unto them go and when they were come out they went into the herd of swine and behold the whole herd of swine ran violently down a steep place into the sea and perished in the waters,when,NULL,toe,NULL,pasi,NULL,امضوا,դեւերը,bada,NULL,като,tek,NULL,ya,NULL,NULL,NULL,же,jekäi,NULL,ⲇⲉ,NULL,NULL,men,da,wen,waato,ɩlɛna,NULL,NULL,NULL,silloin,NULL,de,tra,NULL,δὲ,NULL,NULL,NULL,NULL,pedig,itu,NULL,ed,NULL,NULL,jesus,NULL,NA,NULL,NULL,NULL,NULL,NULL,to,ह,NULL,NULL,on,gingen,og,NULL,a,NULL,NULL,a,e,ici,NULL,NULL,NULL,NULL,NULL,и,NULL,a,NULL,ikapinda,NULL,se,NULL,NULL,och,NULL,NULL,NULL,NULL,NA,NULL,коли,NULL,NULL,nag,NULL,NULL
b.MAT.8.34a,and behold the whole city came out to meet jesus and when they saw him they besought him that he would depart out of their coasts,when,NULL,toe,tai,kur,quia,ولما,երբ,çutenean,ajicõari,като,tek,sa,anae,既,mɨ,NULL,NULL,ra,NULL,NULL,lè,NULL,da,da,wen,waato,ɩlɛna,NULL,kui,esi,kun,dès,gila,tra,NULL,NULL,NULL,NULL,NULL,kad,mihelyt,waktu,þegar,NULL,hayet,そして,tura,mi,NA,NULL,NULL,NULL,NULL,tej,ka,ह,NULL,NA,ijcuac,toen,da,ᐊᐲ,NULL,چون,nony,NULL,NULL,NULL,NULL,aretak,NULL,kana,cum,NULL,llig,keď,ko,vakati,goortay,cuando,NULL,NULL,när,ܕܝܢ,ప,NULL,เม,NA,NULL,NULL,cuando,wode,ba,NULL,bathe
b.MAT.9.8a,but when the multitudes saw it they marvelled and glorified god which had given such power unto men,when,nuna,toe,tai,kur,NULL,فلما,երբ,NULL,acõari,като,tek,NULL,anae,NULL,mɨ,NULL,видѣвъше,ra,NULL,NULL,lè,NULL,da,da,wen,waato,ɩlɛna,NULL,kui,NULL,kun,quand,orasi,tra,þan,ἰδόντες,ιδοντες,NULL,NULL,kad,NULL,waktu,NULL,NULL,hayet,NULL,NULL,mi,NA,NULL,NULL,NULL,NULL,tej,no,NULL,အခ,ल,ijcuac,NULL,da,ᐊᐲ,un,چون,raha,NULL,NULL,ici,me,aretak,NULL,kana,cînd,NULL,llig,keď,ko,vakati,goortay,cuando,NULL,NULL,när,ܟܕ,NULL,nang,เม,NA,NULL,NULL,cuando,NULL,ba,oko,NULL
b.MAT.9.11a,and when the pharisees saw it they said unto his disciples why eateth your master with publicans and sinners,when,NULL,toe,tai,kur,quia,فلما,երբ,hori,acõari,като,tek,NULL,anae,NULL,mɨ,NULL,видѣвъше,ra,ari,NULL,NULL,NULL,da,da,wen,waato,ɩlɛna,NULL,NULL,NULL,kun,NULL,de,tra,NULL,ἰδόντες,ιδοντες,NULL,NULL,NULL,NULL,NULL,þegar,NULL,hayet,NULL,NULL,mi,NA,NULL,videntes,NULL,NULL,atzaj,no,व,အခ,त,ijcuac,NULL,da,ᐊᐲ,huan,چون,raha,widząc,NULL,ici,NULL,NULL,NULL,NULL,NULL,NULL,llig,keď,ko,zvino,goortii,cuando,NULL,NULL,då,ܘܟܕ,NULL,nang,เม,NA,NULL,бачивши,cuando,yesuusi,bi,NULL,NULL
b.MAT.9.12a,but when jesus heard that he said unto them they that be whole need not a physician but they that are sick,when,NULL,toe,NULL,mbasi,quia,فلما,երբ,hori,NULL,като,tek,ni,anae,NULL,NULL,NULL,NULL,ra,impoiji,NULL,NULL,NULL,da,da,wen,waato,ɩlɛna,NULL,kui,NULL,kun,ayant,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,hayet,NULL,NULL,NULL,NA,NULL,NULL,redzot,NULL,tej,ka,NULL,NULL,NULL,NULL,NULL,da,NULL,NULL,چون,raha,NULL,NULL,pic,NULL,aretak,caita,NULL,NULL,NULL,llig,NULL,NULL,NULL,goortuu,al,NULL,NULL,när,ܟܕ,NULL,nang,เม,NA,NULL,NULL,cuando,NULL,bi,NULL,NULL
b.MAT.9.15a,and jesus said unto them can the children of the bridechamber mourn as long as the bridegroom is with them but the days will come when the bridegroom shall be taken from them and then shall they fast,when,pujamtai,wanneer,NULL,kur,quia,حين,երբ,NULL,acõari,когато,tek,NULL,yaguin,候,mɨ,NULL,егдаже,ike,ariorica,ⲉϣⲱⲡ,lè,když,da,daß,NULL,kaŋ,ɩlɛna,kiam,mil,esime,jolloin,où,NULL,tra,þan,ὅταν,οταν,ય,समय,kad,mikor,waktu,er,quando,yet,NULL,tura,NULL,NA,NULL,cum,kad,kai,ajtzin,NULL,ह,အခ,जब,ijcuac,NULL,da,ᐊᐲ,chiangin,که,NULL,gdy,que,pic,NULL,NULL,imahoras,kana,cînd,когда,NULL,keď,ko,achabviswa,NULL,cuando,kad,ambapo,då,ܟܕ,NULL,na,าเม,NA,NULL,що,cuando,wode,nag,awothi,lapho
b.MAT.9.22a,but jesus turned him about and when he saw her he said daughter be of good comfort thy faith hath made thee whole and the woman was made whole from that hour,when,NULL,NULL,NULL,NULL,NULL,NULL,երբ,NULL,NULL,като,tek,sa,anae,見,mɨ,NULL,NULL,NULL,ari,NULL,NULL,NULL,da,und,wen,NULL,waalɩ,NULL,NULL,NULL,NULL,NULL,de,tra,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,er,NULL,NULL,NULL,nekáa,mi,NA,NULL,NULL,NULL,NULL,teˈ,ka,NULL,NULL,ल,NULL,NULL,da,NULL,a,NULL,NULL,NULL,NULL,ci,me,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,basi,när,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NULL,bi,NULL,NULL
b.MAT.9.23a,and when jesus came into the ruler s house and saw the minstrels and the people making a noise,when,NULL,toe,tai,kur,jnda,ولما,երբ,NULL,NULL,когато,tek,pag,anae,NULL,mɨ,NULL,пришедъ,ñerä,ari,ⲉⲧⲁϥⲓ,lè,NULL,da,als,wen,saaya,maɣana,NULL,kui,esi,kun,lorsque,qabolo,tra,qimands,ἐλθὼν,ελθων,ય,जब,NULL,NULL,ketika,þegar,NULL,hayet,NULL,nuyá,mi,NA,NULL,cum,kad,NULL,tej,NULL,NULL,NULL,ग,ijcuac,toen,da,ᐊᐲ,huan,چون,nony,gdy,quando,NULL,oti,aretak,NULL,kana,cînd,когда,llig,keď,ko,zvino,goortuu,cuando,došavši,NULL,när,NULL,చ,nang,คร,NA,NULL,ввійшовши,cuando,wode,bi,uthe,NULL
b.MAT.9.25a,but when the people were put forth he went in and took her by the hand and the maid arose,when,NULL,nadat,tʉpo,kur,jnda,فلما,երբ,cenean,bero,като,tek,na,anae,既,mɨ,NULL,егда,ra,ari,ϩⲟⲧⲉ,lè,když,da,als,wen,waato,NULL,kiam,kui,do,kun,quand,kagena,tra,þan,ὅτε,οτε,NULL,जब,kad,mikor,sesudah,þegar,dopo,lahwi,しかし,nuna,mi,NA,후에,cum,kad,kai,atzaj,ka,ह,NULL,जब,ijcuac,nadat,da,ᑕᔥ,nung,چون,nony,gdy,tendo,pic,oti,NULL,huasha,kana,dupăce,когда,llig,keď,ko,NULL,markii,cuando,kad,basi,sedan,ܘܟܕ,చ,nang,เม,NA,NULL,як,NULL,guyyiyan,NULL,NULL,NULL
b.MAT.9.27a,and when jesus departed thence two blind men followed him crying and saying thou son of david have mercy on us,when,NULL,toe,NULL,ndërsa,NULL,وفيما,NULL,NULL,NULL,когато,tek,sa,anae,NULL,mɨ,NULL,NULL,ra,NULL,ⲟⲩⲟϩ,antan,když,da,da,wen,kaŋ,ɩlɛna,kiam,kui,esime,kun,étant,NULL,tra,ƕarbondin,NULL,ενω,ર,जब,kad,mikor,NULL,er,mentre,yet,NULL,NULL,mi,NA,NULL,NULL,kad,NULL,tej,i,व,NULL,जब,NULL,NULL,da,ᐊᐲ,huan,چون,nony,gdy,NULL,pic,bula,aretak,NULL,NULL,cînd,когда,NULL,keď,ko,zvino,NULL,mientras,kad,NULL,när,ܘܟܕ,NULL,pagkaraan,NULL,NA,NULL,як,cuando,NULL,bi,ke,NULL
b.MAT.9.28a,and when he was come into the house the blind men came to him and jesus saith unto them believe ye that i am able to do this they said unto him yea lord,when,NULL,nadat,tai,kur,quia,ولما,երբ,NULL,NA,като,tek,paghisulod,anae,NULL,mɨ,NULL,NULL,NULL,NULL,NULL,lè,když,da,da,wen,waato,ɩlɛna,kiam,kui,NULL,NULL,lorsqu,NULL,tra,þan,δὲ,οτε,ય,जब,kad,mikor,ketika,þegar,NULL,hayet,NULL,NULL,mi,NA,NULL,cum,tiklīdz,kai,tej,NULL,ह,NULL,जब,ijcuac,toen,da,ᐊᐲ,huan,چون,rehefa,gdy,tendo,pic,kamesua,aretak,NULL,kana,ce,когда,llig,keď,ko,akati,goortuu,cuando,kad,NULL,då,ܘܟܕ,తర,nang,และเม,NA,NULL,як,cuando,wode,noonu,akungena,NULL
b.MAT.9.31a,but they when they were departed spread abroad his fame in all that country,when,NULL,het,NULL,sapo,NULL,ولكنهما,եւ,NULL,NULL,като,tek,NULL,anae,NULL,mɨ,NULL,NULL,NULL,NULL,ⲉⲧⲁⲩⲓ,NULL,NULL,NULL,NULL,te,waati,NULL,elirinte,NULL,esi,NULL,dès,kagena,tra,NULL,δὲ,NULL,ય,NULL,NULL,NULL,NULL,fóru,appena,haniqˈuixto,しかし,jesus,akken,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dat,NULL,NULL,NULL,NULL,nony,NULL,e,ici,we,aretak,NULL,kana,cum,NULL,NULL,a,NULL,NULL,NULL,y,NULL,NULL,och,NULL,NULL,at,เม,NA,NULL,NULL,or,NULL,NULL,zaphuma,zaphuma
b.MAT.9.33a,and when the devil was cast out the dumb spake and the multitudes marvelled saying it was never so seen in israel,when,wainkar,nadat,a,mbasi,quia,فلما,երբ,cenean,acõari,като,tek,na,anae,NULL,mɨ,NULL,изгънаноу,ra,ari,ⲉⲧⲁϥϩⲓ,NULL,když,da,da,te,waato,NULL,kiam,kui,enumake,kun,ayant,orasi,tra,biþe,NULL,αφου,ય,जब,pošto,NULL,pada,er,NULL,hayet,NULL,tura,akken,NA,NULL,eiecto,kad,NULL,NULL,ka,ह,NULL,ग,ijcuac,toen,da,ᐊᐲ,huan,چون,rehefa,gdy,NULL,kasaktinat,NULL,aretak,huasha,kana,după,когда,llig,keď,ko,NULL,goortii,NULL,pošto,mara,när,NULL,తర,nang,เม,NA,NULL,як,cuando,NULL,gisee,NULL,NULL
b.MAT.9.36a,but when he saw the multitudes he was moved with compassion on them because they fainted and were scattered abroad as sheep having no shepherd,when,NULL,toe,tai,duke,quia,ولما,NULL,NULL,NULL,когато,tek,NULL,anae,見,mɨ,NULL,NULL,ra,ari,NULL,lè,když,da,da,wen,waato,wei,NULL,NA,NULL,NULL,NULL,orasi,tra,þan,NULL,NULL,NULL,जब,NULL,mikor,waktu,er,NULL,hayet,NULL,tura,mi,NA,NULL,NULL,NULL,NULL,qˈaqˈinx,no,ह,NULL,ल,ijcuac,toen,da,NULL,NULL,چون,nony,widząc,vendo,pic,NULL,aretak,NULL,kana,cînd,NULL,llig,keď,ko,wakati,goortuu,cuando,gledajući,basi,när,ܟܕ,NULL,nang,และเม,NA,NULL,NULL,cuando,NULL,bi,NULL,NULL
b.MAT.10.1a,and when he had called unto him his twelve disciples he gave them power against unclean spirits to cast them out and to heal all manner of sickness and all manner of disease,when,jesús,NULL,NULL,NULL,NULL,NULL,NULL,NULL,je,като,ri,NULL,NULL,NULL,mɨ,NULL,NULL,NULL,ari,ⲟⲩⲟϩ,NULL,NULL,NULL,und,wen,NULL,NULL,NULL,NULL,NULL,NULL,ayant,kagena,tra,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,lahwi,NULL,nuyá,NULL,NULL,NULL,NULL,un,NULL,NULL,ka,ल,အခ,ल,NULL,NULL,og,NULL,huan,NULL,NULL,NULL,NULL,ici,NULL,NULL,shinajpi,NULL,NULL,NULL,ig,NULL,NULL,zvino,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,เม,NA,NULL,NULL,NULL,NULL,noonu,NULL,NULL
b.MAT.10.12a,and when ye come into an house salute it,when,NULL,as,tai,kur,quia,وحين,երբ,NULL,acõari,когато,tek,NULL,yaguin,NULL,mɨ,ꭰꮣꮑꮈꮓ,NULL,ra,NULL,NULL,lè,NULL,når,wo,te,d,NULL,venante,NULL,nenye,tullessanne,NULL,nakoso,tra,NA,δὲ,δε,ર,NULL,ulazeći,ha,waktu,þegar,NULL,yet,NULL,NULL,m,ora,NULL,NULL,to,NULL,NULL,no,NULL,အခ,ल,ijcuac,NULL,når,ᐊᐲ,huan,چون,raha,NULL,ao,pic,ane,aretak,NULL,kana,NULL,NULL,NULL,NULL,ko,kana,goortaad,al,ulazeći,NULL,när,ܘܡܐ,డ,pagpasok,ขณะเม,NA,NULL,як,cuando,NULL,bu,ekungeneni,ekungeneni
b.MAT.10.14a,and whosoever shall not receive you nor hear your words when ye depart out of that house or city shake off the dust of your feet,when,nu,as,tai,duke,quia,NULL,եւ,eta,NULL,когато,NULL,inigpahawa,ya,候,NULL,ꭲꮵꮑꭼ,NULL,jera,ari,ⲟⲩⲟϩ,NULL,NULL,da,so,te,waati,NULL,tiam,NULL,NULL,NULL,NULL,de,tra,NA,NULL,NULL,ય,NULL,NULL,mikor,NULL,NULL,NULL,NULL,NULL,nuyá,m,chents,NULL,NULL,izejot,NULL,NULL,ka,ह,NULL,ल,NULL,waar,da,NULL,chiang,NULL,raha,NULL,saindo,pic,NULL,NULL,NULL,kana,NULL,NULL,NULL,NULL,NULL,kana,goortaad,NULL,NULL,basi,så,ܟܕ,నప,NULL,เม,NA,NULL,NULL,NULL,NULL,ga,NULL,NULL
b.MAT.10.19a,but when they deliver you up take no thought how or what ye shall speak for it shall be given you in that same hour what ye shall speak,when,NULL,wanneer,tai,kur,NULL,فمتى,երբ,çaiteztenean,NULL,когато,tek,diha,yaguin,NULL,mɨ,ꮏꮙ,егда,mika,NULL,ⲉϣⲱⲡ,lè,kdyžť,når,wenn,te,waati,waatʋ,kiam,kui,nenye,kun,quand,NULL,tra,NA,ὅταν,οταν,ય,जब,kad,mikor,kalau,er,quando,hayet,NULL,NULL,m,ora,때에,cum,kad,kai,ajtzin,no,व,အခ,जब,ijcuac,NULL,når,ᐊᐲ,NULL,چون,raha,gdy,quando,pic,ane,aretak,NULL,kana,cînd,когда,ig,keď,kadar,kana,goortay,cuando,kad,NULL,när,ܐܡܬܝ,నప,pagka,เม,NA,NULL,як,cuando,wode,xamee,xa,nxa
b.MAT.10.23a,but when they persecute you in this city flee ye into another for verily i say unto you ye shall not have gone over the cities of israel till the son of man be come,when,NULL,wanneer,tai,kur,quia,ومتى,երբ,çaituztenean,NULL,когато,tek,diha,yaguin,NULL,mɨ,ꮏꮙ,егда,mika,ariorica,ⲉϣⲱⲡ,lè,když,når,wenn,te,waati,kɔma,kiam,kui,nenye,kun,quand,NULL,tra,NULL,ὅταν,οταν,ય,जब,kad,mikor,kalau,þegar,quando,hayet,NULL,NULL,m,ora,NULL,cum,kad,kai,ajtzin,NULL,NULL,NULL,जब,ijcuac,wanneer,når,NULL,NULL,وقتی,raha,gdy,quando,pic,NULL,aretak,NULL,kana,cînd,когда,NULL,keď,kadar,kana,goortay,cuando,kad,NULL,när,ܡܐ,నప,pagka,เม,NA,NULL,коли,cuando,NULL,xamee,xa,nxa
b.MAT.11.1a,and it came to pass when jesus had made an end of commanding his twelve disciples he departed thence to teach and to preach in their cities,when,NULL,toe,NULL,mbasi,NULL,ولما,երբ,NULL,je,когато,tek,na,anae,NULL,tɨˊ,NULL,егда,ra,NULL,ⲉⲧⲁ,lè,když,da,da,NULL,waato,ɩlɛna,kiam,kui,megbe,kun,lorsque,NULL,erreish,biþe,ὅτε,οτε,NULL,जब,pošto,mikor,setelah,er,quando,lahwi,NULL,NULL,mi,NULL,NULL,cum,kad,baigęs,tej,NULL,ह,NULL,ल,ijcuac,nadat,da,ᐊᐲ,NULL,چون,rehefa,gdy,NULL,NULL,kahudu,aretak,NULL,kana,dupăce,когда,llig,keď,ko,wakati,goortii,cuando,kad,alipomaliza,när,NULL,తర,nang,NULL,NA,NULL,як,cuando,wode,ba,xeshikweni,ukuba
b.MAT.11.2a,now when john had heard in the prison the works of christ he sent two of his disciples,when,NULL,NULL,tai,NULL,quia,فلما,երբ,eta,i,като,tek,NULL,anae,NULL,mɨ,ꮏꮙꮓ,NULL,NULL,NULL,NULL,antan,NULL,da,da,te,kaŋ,ɩlɛna,kiam,kui,NULL,kun,NULL,kagena,tra,NULL,NULL,NULL,ય,NULL,kad,mikor,NULL,NULL,NULL,NULL,NULL,tura,NULL,NULL,NULL,cum,NULL,NULL,tej,NULL,ह,အခ,ल,ijcuac,NULL,da,NULL,huan,چون,rehefa,NULL,quando,ici,nto,NULL,NULL,kana,NULL,NULL,llig,keď,NULL,zvino,goortii,cuando,NULL,NULL,när,ܟܕ,NULL,nang,นเม,NA,NULL,NULL,cuando,NULL,bi,kaloku,kwathi
b.MAT.12.2a,but when the pharisees saw it they said unto him behold thy disciples do that which is not lawful to do upon the sabbath day,when,NULL,toe,tai,kur,quia,لما,երբ,NULL,NULL,като,xetzˈet,NULL,anae,NULL,ie,NULL,NULL,ra,ari,NULL,lè,NULL,da,da,wen,waato,ɩlɛna,NULL,kui,NULL,kun,NULL,NULL,tra,NA,NULL,NULL,NULL,NULL,NULL,NULL,ketika,þegar,NULL,hayet,NULL,NULL,mi,ora,NULL,NULL,NULL,NULL,atzaj,no,ह,သည,ल,ijcuac,NULL,da,ᐊᐲ,huan,چون,nony,NULL,NULL,pic,NULL,aretak,NULL,kana,cînd,NULL,NULL,keď,ko,vakati,goortay,al,NULL,NULL,när,ܟܕ,NULL,NULL,เม,NA,NULL,NULL,cuando,NULL,NULL,kaloku,NULL
b.MAT.12.3a,but he said unto them have ye not read what david did when he was an hungred and they that were with him,when,apu,toe,tai,kur,NULL,حين,երբ,NULL,NULL,когато,tek,diha,anae,時,mɨ,ꮷᏺꮟꮝꭸ,егда,mika,NULL,ⲉⲧⲁ,NULL,když,da,da,ɣɔn,waato,waatʋ,kiam,kui,esi,kun,lorsqu,kagena,tra,NA,ὅτε,οτε,ય,जब,kad,mikor,waktu,þegar,quando,yet,ダビデとその供の者たちとが飢えたとき,NULL,mi,ora,때에,quando,kad,NULL,tej,NULL,NULL,အခ,NULL,ijcuac,toen,da,ᐊᐲ,laia,وقتی,raha,gdy,quando,NULL,NULL,aretak,horaspi,kana,cînd,когда,llig,keď,ko,musi,goortuu,cuando,kad,wakati,när,ܟܕ,NULL,nang,NULL,NA,NULL,як,cuando,wode,ba,xa,NULL
b.MAT.12.9a,and when he was departed thence he went into their synagogue,when,NULL,NULL,NULL,mbasi,jnda,NULL,NULL,NULL,NULL,като,tek,NULL,anae,NULL,mɨ,NULL,прѣшедъ,NA,ari,NULL,NULL,poodšed,NULL,da,wen,NULL,ɩlɛna,NULL,kui,NULL,NULL,étant,kagena,tra,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,lahwi,NULL,NULL,NULL,chents,NULL,cum,NULL,NULL,bˈeˈx,NULL,NULL,NULL,NULL,NULL,dat,NULL,NULL,huan,NULL,nony,NULL,NULL,pic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,నప,NULL,NULL,NA,NULL,пі,cuando,yesuusi,bi,NULL,NULL
b.MAT.12.15a,but when jesus knew it he withdrew himself from thence and great multitudes followed him and he healed them all,when,NULL,toe,tai,kur,NULL,NULL,երբ,hori,na,като,NULL,si,anae,NULL,mɨ,NULL,же,NA,ari,NULL,lè,NULL,da,da,wen,kaŋ,ɩlɛna,NULL,kui,NULL,kun,ayant,kagena,tra,NA,NULL,NULL,NULL,नकर,kad,NULL,NULL,þegar,NULL,hayet,NULL,NULL,mi,ora,NULL,NULL,NULL,NULL,tej,i,ह,အခ,ग,NULL,NULL,da,NULL,NULL,NULL,NULL,NULL,NULL,pic,NULL,aretak,caita,NULL,NULL,NULL,NULL,NULL,ko,wakati,goortuu,como,NULL,NULL,när,NULL,NULL,NULL,เม,NA,NULL,довідавшись,cuando,NULL,bi,uthe,NULL
b.MAT.12.24a,but when the pharisees heard it they said this fellow doth not cast out devils but by beelzebub the prince of the devils,when,tinamtai,toe,tai,kur,quia,فلما,երբ,NULL,na,като,tek,pagkadu,NULL,見,mɨ,NULL,NULL,NA,NULL,NULL,lè,NULL,da,da,wen,waato,kɔma,NULL,kui,esi,kun,ayant,kagena,tra,NA,NULL,NULL,ય,NULL,NULL,NULL,ketika,þegar,NULL,hayet,NULL,NULL,mi,ora,NULL,NULL,NULL,NULL,tej,no,ह,NULL,जब,ijcuac,NULL,da,NULL,un,NULL,nony,NULL,NULL,pic,NULL,aretak,caita,kana,cînd,NULL,llig,keď,ko,vakati,goortay,al,a,NULL,när,ܟܕ,డ,nang,เม,NA,NULL,NULL,cuando,NULL,bi,NULL,NULL
