	eng	acu	afr	ake	alb	amu	ara	arm	baq	bsn	bul	cak	ceb	cha	chi	chq	chr	chu	cjp	cni	cop	crp	cze	dan	deu	dik	dje	dop	epo	est	ewe	fin	fra	gbi	glv	got	grc	gre	guj	hin	hrv	hun	ind	isl	ita	jak	jap	jiv	kab	kbh	kor	lat	lav	lit	mam	mao	mar	mya	nep	nhg	nld	nor	ojb	pck	pes	plt	pol	por	pot	ppk	quc	quw	rom	rum	rus	shi	slk	slv	sna	som	spa	srp	ssw	swe	syr	tel	tgl	tha	tmh	tur	ukr	usp	wal	wol	xho	zul
b.MAT.8.18a	when	NULL	toe	tai	NULL	quia	ولما	NULL	NULL	NULL	като	tek	ni	anae	NULL	mɨ	NULL	же	ra	ari	NULL	NULL	NULL	da	da	wen	waato	ɩlɛna	kiam	NA	esi	kun	NULL	de	tra	þan	NULL	NULL	ય	NULL	kad	NULL	waktu	þegar	NULL	hayet	NULL	NULL	mi	NA	NULL	NULL	NULL	NULL	tej	NULL	NULL	NULL	NULL	ijcuac	NULL	da	NULL	huan	چون	nony	NULL	NULL	ici	NULL	NULL	NULL	kana	NULL	NULL	r	NULL	ko	wakati	goortuu	cuando	kad	NULL	då	ܟܕ	NULL	nang	คร	NA	NULL	як	cuando	NULL	bi	uthe	kwathi
b.MAT.8.23a	when	NULL	toe	NULL	mbasi	quia	ولما	երբ	NULL	NULL	когато	ri	NULL	anae	NULL	mɨ	ꮏꮙꮓ	NULL	NULL	ari	ⲟⲩⲟϩ	NULL	když	da	und	wen	alwaato	NULL	kiam	kui	NULL	NULL	NULL	kagena	tra	NULL	NULL	οτε	NULL	जब	kad	mikor	NULL	NULL	NULL	lahwi	NULL	nuyá	NULL	NA	NULL	NULL	NULL	NULL	NULL	no	व	အခ	पछ	NULL	NULL	da	NULL	huan	چون	nony	gdy	entrando	ici	u	NULL	jesús	antunchi	NULL	когда	NULL	keď	ko	wakati	goortuu	NULL	kad	NULL	NULL	ܘܟܕ	నప	NULL	เม	NA	NULL	як	NULL	NULL	bi	ke	NULL
b.MAT.8.28a	when	NULL	toe	tai	kur	jnda	ولما	երբ	cenean	to	когато	tek	pag	anae	既	mɨ	NULL	NULL	ra	ari	NULL	lè	když	da	und	wen	waato	ɩlɛna	kiam	NA	esi	kun	lorsqu	kagena	tra	NULL	ἐλθόντος	οτε	ય	जब	kada	mikor	NULL	þegar	NULL	hayet	NULL	nuyá	mi	NA	NULL	cum	kad	kai	tej	no	ह	အခ	ग	ijcuac	toen	da	ᐊᐲ	huan	چون	nony	gdy	tendo	NULL	NULL	aretak	NULL	kana	cînd	когда	llig	keď	ko	wakati	goortuu	vez	kad	NULL	när	ܘܟܕ	NULL	nang	คร	NA	NULL	як	cuando	NULL	bi	kuthe	kwathi
b.MAT.8.32a	when	NULL	toe	NULL	pasi	NULL	NULL	NULL	bada	NULL	като	tek	NULL	ya	NULL	NULL	NULL	же	NULL	NULL	ⲇⲉ	NULL	NULL	men	da	wen	waato	ɩlɛna	NULL	NULL	NULL	NULL	NULL	de	tra	NULL	δὲ	NULL	NULL	NULL	NULL	pedig	itu	NULL	NULL	NULL	NULL	jesus	NULL	NA	NULL	NULL	NULL	NULL	NULL	to	ह	NULL	NULL	NULL	gingen	og	NULL	a	NULL	NULL	a	e	ici	NULL	NULL	NULL	NULL	NULL	и	NULL	a	NULL	NULL	NULL	NULL	NULL	NULL	och	NULL	NULL	NULL	NULL	NA	NULL	коли	NULL	NULL	nag	NULL	NULL
b.MAT.8.34a	when	NULL	toe	tai	kur	quia	ولما	երբ	çutenean	ajicõari	като	tek	sa	anae	既	mɨ	NULL	NULL	ra	NULL	NULL	lè	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	esi	kun	dès	gila	tra	NULL	NULL	NULL	NULL	NULL	kad	mihelyt	waktu	þegar	NULL	hayet	そして	tura	mi	NA	NULL	NULL	NULL	NULL	tej	ka	ह	NULL	NA	ijcuac	toen	da	ᐊᐲ	NULL	چون	nony	NULL	NULL	NULL	NULL	aretak	NULL	kana	cum	NULL	llig	keď	ko	vakati	goortay	cuando	NULL	NULL	när	ܕܝܢ	ప	NULL	เม	NA	NULL	NULL	cuando	wode	ba	NULL	NULL
b.MAT.9.8a	when	nuna	toe	tai	kur	NULL	فلما	երբ	NULL	acõari	като	tek	NULL	anae	NULL	mɨ	NULL	видѣвъше	ra	NULL	NULL	lè	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	NULL	kun	quand	orasi	tra	þan	ἰδόντες	ιδοντες	NULL	NULL	kad	NULL	waktu	NULL	NULL	hayet	NULL	NULL	mi	NA	NULL	NULL	NULL	NULL	tej	no	NULL	အခ	ल	ijcuac	NULL	da	ᐊᐲ	un	چون	raha	NULL	NULL	ici	me	aretak	NULL	kana	cînd	NULL	llig	keď	ko	vakati	goortay	cuando	NULL	NULL	när	ܟܕ	NULL	nang	เม	NA	NULL	NULL	cuando	NULL	ba	oko	NULL
b.MAT.9.11a	when	NULL	toe	tai	kur	quia	فلما	երբ	hori	acõari	като	tek	NULL	anae	NULL	mɨ	NULL	видѣвъше	ra	ari	NULL	NULL	NULL	da	da	wen	waato	ɩlɛna	NULL	NULL	NULL	kun	NULL	de	tra	NULL	ἰδόντες	ιδοντες	NULL	NULL	NULL	NULL	NULL	þegar	NULL	hayet	NULL	NULL	mi	NA	NULL	videntes	NULL	NULL	atzaj	no	व	အခ	त	ijcuac	NULL	da	ᐊᐲ	huan	چون	raha	widząc	NULL	ici	NULL	NULL	NULL	NULL	NULL	NULL	llig	keď	ko	zvino	goortii	cuando	NULL	NULL	då	ܘܟܕ	NULL	nang	เม	NA	NULL	бачивши	cuando	yesuusi	bi	NULL	NULL
b.MAT.9.12a	when	NULL	toe	NULL	mbasi	quia	فلما	երբ	hori	NULL	като	tek	ni	anae	NULL	NULL	NULL	NULL	ra	impoiji	NULL	NULL	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	NULL	kun	ayant	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	hayet	NULL	NULL	NULL	NA	NULL	NULL	redzot	NULL	tej	ka	NULL	NULL	NULL	NULL	NULL	da	NULL	NULL	چون	raha	NULL	NULL	pic	NULL	aretak	caita	NULL	NULL	NULL	llig	NULL	NULL	NULL	goortuu	al	NULL	NULL	när	ܟܕ	NULL	nang	เม	NA	NULL	NULL	cuando	NULL	bi	NULL	NULL
b.MAT.9.15a	when	pujamtai	wanneer	NULL	kur	quia	حين	երբ	NULL	acõari	когато	tek	NULL	yaguin	候	mɨ	NULL	NULL	NULL	ariorica	ⲉϣⲱⲡ	lè	když	da	daß	NULL	kaŋ	ɩlɛna	kiam	mil	esime	jolloin	où	NULL	tra	þan	ὅταν	οταν	ય	समय	kad	mikor	waktu	er	quando	yet	NULL	tura	NULL	NA	NULL	cum	kad	kai	ajtzin	NULL	ह	အခ	जब	ijcuac	NULL	da	ᐊᐲ	chiangin	که	NULL	gdy	que	pic	NULL	NULL	imahoras	kana	cînd	когда	NULL	keď	ko	NULL	NULL	cuando	kad	ambapo	då	ܟܕ	NULL	na	าเม	NA	NULL	що	cuando	wode	nag	NULL	lapho
b.MAT.9.22a	when	NULL	NULL	NULL	NULL	NULL	NULL	երբ	NULL	NULL	като	tek	sa	anae	見	mɨ	NULL	NULL	NULL	ari	NULL	NULL	NULL	da	und	wen	NULL	waalɩ	NULL	NULL	NULL	NULL	NULL	de	tra	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	er	NULL	NULL	NULL	nekáa	mi	NA	NULL	NULL	NULL	NULL	teˈ	ka	NULL	NULL	ल	NULL	NULL	da	NULL	a	NULL	NULL	NULL	NULL	ci	me	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	basi	när	NULL	NULL	NULL	NULL	NA	NULL	NULL	NULL	NULL	bi	NULL	NULL
b.MAT.9.23a	when	NULL	toe	tai	kur	jnda	ولما	երբ	NULL	NULL	когато	tek	pag	anae	NULL	mɨ	NULL	пришедъ	ñerä	ari	ⲉⲧⲁϥⲓ	lè	NULL	da	als	wen	saaya	maɣana	NULL	kui	esi	kun	lorsque	qabolo	tra	qimands	ἐλθὼν	ελθων	ય	जब	NULL	NULL	ketika	þegar	NULL	hayet	NULL	nuyá	mi	NA	NULL	cum	kad	NULL	tej	NULL	NULL	NULL	ग	ijcuac	toen	da	ᐊᐲ	huan	چون	nony	gdy	quando	NULL	oti	aretak	NULL	kana	cînd	когда	llig	keď	ko	zvino	goortuu	cuando	došavši	NULL	när	NULL	చ	nang	คร	NA	NULL	ввійшовши	cuando	wode	bi	uthe	NULL
b.MAT.9.25a	when	NULL	nadat	tʉpo	kur	jnda	فلما	երբ	cenean	bero	като	tek	na	anae	既	mɨ	NULL	егда	ra	ari	ϩⲟⲧⲉ	lè	když	da	als	wen	waato	NULL	kiam	kui	NULL	kun	quand	kagena	tra	þan	ὅτε	οτε	NULL	जब	kad	mikor	sesudah	þegar	dopo	lahwi	しかし	nuna	mi	NA	후에	cum	kad	kai	atzaj	ka	ह	NULL	जब	ijcuac	nadat	da	ᑕᔥ	nung	چون	nony	gdy	tendo	pic	oti	NULL	huasha	kana	dupăce	когда	llig	keď	ko	NULL	markii	cuando	kad	basi	sedan	ܘܟܕ	చ	nang	เม	NA	NULL	як	NULL	guyyiyan	NULL	NULL	NULL
b.MAT.9.27a	when	NULL	toe	NULL	ndërsa	NULL	وفيما	NULL	NULL	NULL	когато	tek	sa	anae	NULL	mɨ	NULL	NULL	ra	NULL	ⲟⲩⲟϩ	antan	když	da	da	wen	kaŋ	ɩlɛna	kiam	kui	esime	kun	étant	NULL	tra	NULL	NULL	ενω	ર	जब	kad	mikor	NULL	er	mentre	yet	NULL	NULL	mi	NA	NULL	NULL	kad	NULL	tej	i	व	NULL	जब	NULL	NULL	da	ᐊᐲ	huan	چون	nony	gdy	NULL	pic	bula	aretak	NULL	NULL	cînd	когда	NULL	keď	ko	zvino	NULL	mientras	kad	NULL	när	ܘܟܕ	NULL	NULL	NULL	NA	NULL	як	cuando	NULL	bi	ke	NULL
b.MAT.9.28a	when	NULL	nadat	tai	kur	quia	ولما	երբ	NULL	NA	като	tek	NULL	anae	NULL	mɨ	NULL	NULL	NULL	NULL	NULL	lè	když	da	da	wen	waato	ɩlɛna	kiam	kui	NULL	NULL	lorsqu	NULL	tra	þan	δὲ	οτε	ય	जब	kad	mikor	ketika	þegar	NULL	hayet	NULL	NULL	mi	NA	NULL	cum	tiklīdz	kai	tej	NULL	ह	NULL	जब	ijcuac	toen	da	ᐊᐲ	huan	چون	rehefa	gdy	tendo	pic	NULL	aretak	NULL	kana	ce	когда	llig	keď	ko	akati	goortuu	cuando	kad	NULL	då	ܘܟܕ	తర	nang	และเม	NA	NULL	як	cuando	wode	noonu	akungena	NULL
b.MAT.9.31a	when	NULL	het	NULL	sapo	NULL	NULL	եւ	NULL	NULL	като	tek	NULL	anae	NULL	mɨ	NULL	NULL	NULL	NULL	ⲉⲧⲁⲩⲓ	NULL	NULL	NULL	NULL	te	waati	NULL	NULL	NULL	esi	NULL	dès	kagena	tra	NULL	δὲ	NULL	ય	NULL	NULL	NULL	NULL	NULL	appena	NULL	しかし	jesus	akken	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	dat	NULL	NULL	NULL	NULL	nony	NULL	e	ici	we	aretak	NULL	kana	cum	NULL	NULL	a	NULL	NULL	NULL	y	NULL	NULL	och	NULL	NULL	at	เม	NA	NULL	NULL	or	NULL	NULL	NULL	NULL
b.MAT.9.33a	when	NULL	nadat	a	mbasi	quia	فلما	երբ	cenean	acõari	като	tek	na	anae	NULL	mɨ	NULL	NULL	ra	ari	NULL	NULL	když	da	da	te	waato	NULL	kiam	kui	enumake	kun	ayant	orasi	tra	biþe	NULL	αφου	ય	जब	pošto	NULL	pada	er	NULL	hayet	NULL	tura	akken	NA	NULL	NULL	kad	NULL	NULL	ka	ह	NULL	ग	ijcuac	toen	da	ᐊᐲ	huan	چون	rehefa	gdy	NULL	NULL	NULL	aretak	huasha	kana	după	когда	llig	keď	ko	NULL	goortii	NULL	pošto	NULL	när	NULL	తర	nang	เม	NA	NULL	як	cuando	NULL	gisee	NULL	NULL
b.MAT.9.36a	when	NULL	toe	tai	duke	quia	ولما	NULL	NULL	NULL	когато	tek	NULL	anae	見	mɨ	NULL	NULL	ra	ari	NULL	lè	když	da	da	wen	waato	wei	NULL	NA	NULL	NULL	NULL	orasi	tra	þan	NULL	NULL	NULL	जब	NULL	mikor	waktu	er	NULL	hayet	NULL	tura	mi	NA	NULL	NULL	NULL	NULL	NULL	no	ह	NULL	ल	ijcuac	toen	da	NULL	NULL	چون	nony	widząc	vendo	pic	NULL	aretak	NULL	kana	cînd	NULL	llig	keď	ko	wakati	goortuu	cuando	NULL	basi	när	ܟܕ	NULL	nang	และเม	NA	NULL	NULL	cuando	NULL	bi	NULL	NULL
b.MAT.10.1a	when	jesús	NULL	NULL	NULL	NULL	NULL	NULL	NULL	je	като	ri	NULL	NULL	NULL	mɨ	NULL	NULL	NULL	ari	ⲟⲩⲟϩ	NULL	NULL	NULL	und	wen	NULL	NULL	NULL	NULL	NULL	NULL	ayant	kagena	tra	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	lahwi	NULL	nuyá	NULL	NULL	NULL	NULL	un	NULL	NULL	ka	ल	အခ	ल	NULL	NULL	og	NULL	huan	NULL	NULL	NULL	NULL	ici	NULL	NULL	shinajpi	NULL	NULL	NULL	ig	NULL	NULL	zvino	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	เม	NA	NULL	NULL	NULL	NULL	noonu	NULL	NULL
b.MAT.10.12a	when	NULL	as	tai	kur	quia	وحين	երբ	NULL	acõari	когато	tek	NULL	yaguin	NULL	mɨ	ꭰꮣꮑꮈꮓ	NULL	ra	NULL	NULL	lè	NULL	når	NULL	te	d	NULL	venante	NULL	nenye	NULL	NULL	nakoso	tra	NA	δὲ	δε	ર	NULL	NULL	ha	waktu	þegar	NULL	yet	NULL	NULL	m	ora	NULL	NULL	to	NULL	NULL	no	NULL	အခ	ल	ijcuac	NULL	når	ᐊᐲ	huan	چون	raha	NULL	ao	pic	ane	aretak	NULL	kana	NULL	NULL	NULL	NULL	ko	kana	goortaad	al	NULL	NULL	när	ܘܡܐ	డ	pagpasok	ขณะเม	NA	NULL	як	cuando	NULL	bu	NULL	NULL
b.MAT.10.14a	when	nu	as	tai	duke	quia	NULL	եւ	eta	NULL	когато	NULL	NULL	ya	候	NULL	NULL	NULL	NULL	ari	ⲟⲩⲟϩ	NULL	NULL	da	so	te	waati	NULL	NULL	NULL	NULL	NULL	NULL	de	tra	NA	NULL	NULL	ય	NULL	NULL	mikor	NULL	NULL	NULL	NULL	NULL	nuyá	m	chents	NULL	NULL	NULL	NULL	NULL	ka	ह	NULL	ल	NULL	waar	da	NULL	chiang	NULL	raha	NULL	saindo	pic	NULL	NULL	NULL	kana	NULL	NULL	NULL	NULL	NULL	kana	goortaad	NULL	NULL	basi	så	ܟܕ	నప	NULL	เม	NA	NULL	NULL	NULL	NULL	ga	NULL	NULL
b.MAT.10.19a	when	NULL	wanneer	tai	kur	NULL	فمتى	երբ	çaiteztenean	NULL	когато	tek	diha	yaguin	NULL	mɨ	ꮏꮙ	егда	mika	NULL	ⲉϣⲱⲡ	lè	NULL	når	wenn	te	waati	waatʋ	kiam	kui	nenye	kun	quand	NULL	tra	NA	ὅταν	οταν	ય	जब	kad	mikor	kalau	er	quando	hayet	NULL	NULL	m	ora	때에	cum	kad	kai	ajtzin	no	व	အခ	जब	ijcuac	NULL	når	ᐊᐲ	NULL	چون	raha	gdy	quando	pic	ane	aretak	NULL	kana	cînd	когда	ig	keď	kadar	kana	goortay	cuando	kad	NULL	när	ܐܡܬܝ	నప	pagka	เม	NA	NULL	як	cuando	wode	xamee	xa	nxa
b.MAT.10.23a	when	NULL	wanneer	tai	kur	quia	ومتى	երբ	çaituztenean	NULL	когато	tek	diha	yaguin	NULL	mɨ	ꮏꮙ	егда	mika	ariorica	ⲉϣⲱⲡ	lè	když	når	wenn	te	waati	kɔma	kiam	kui	nenye	kun	quand	NULL	tra	NULL	ὅταν	οταν	ય	जब	kad	mikor	kalau	þegar	quando	hayet	NULL	NULL	m	ora	NULL	cum	kad	kai	ajtzin	NULL	NULL	NULL	जब	ijcuac	wanneer	når	NULL	NULL	وقتی	raha	gdy	quando	pic	NULL	aretak	NULL	kana	cînd	когда	NULL	keď	kadar	kana	goortay	cuando	kad	NULL	när	ܡܐ	నప	pagka	เม	NA	NULL	коли	cuando	NULL	xamee	xa	nxa
b.MAT.11.1a	when	NULL	toe	NULL	mbasi	NULL	ولما	երբ	NULL	je	когато	tek	na	anae	NULL	tɨˊ	NULL	егда	ra	NULL	ⲉⲧⲁ	lè	když	da	da	NULL	waato	ɩlɛna	kiam	kui	megbe	kun	lorsque	NULL	erreish	biþe	ὅτε	οτε	NULL	जब	pošto	mikor	setelah	er	quando	lahwi	NULL	NULL	mi	NULL	NULL	cum	kad	baigęs	tej	NULL	ह	NULL	ल	ijcuac	nadat	da	ᐊᐲ	NULL	چون	rehefa	gdy	NULL	NULL	kahudu	aretak	NULL	kana	dupăce	когда	llig	keď	ko	wakati	goortii	cuando	kad	alipomaliza	när	NULL	తర	nang	NULL	NA	NULL	як	cuando	wode	ba	xeshikweni	ukuba
b.MAT.11.2a	when	NULL	NULL	tai	NULL	quia	فلما	երբ	eta	i	като	tek	NULL	anae	NULL	mɨ	ꮏꮙꮓ	NULL	NULL	NULL	NULL	antan	NULL	da	da	te	kaŋ	ɩlɛna	kiam	kui	NULL	kun	NULL	kagena	tra	NULL	NULL	NULL	ય	NULL	kad	mikor	NULL	NULL	NULL	NULL	NULL	tura	NULL	NULL	NULL	cum	NULL	NULL	tej	NULL	ह	အခ	ल	ijcuac	NULL	da	NULL	huan	چون	rehefa	NULL	quando	ici	nto	NULL	NULL	kana	NULL	NULL	llig	keď	NULL	zvino	goortii	cuando	NULL	NULL	när	ܟܕ	NULL	nang	นเม	NA	NULL	NULL	cuando	NULL	bi	kaloku	kwathi
b.MAT.12.2a	when	NULL	toe	tai	kur	quia	لما	երբ	NULL	NULL	като	NULL	NULL	anae	NULL	ie	NULL	NULL	ra	ari	NULL	lè	NULL	da	da	wen	waato	ɩlɛna	NULL	kui	NULL	kun	NULL	NULL	tra	NA	NULL	NULL	NULL	NULL	NULL	NULL	ketika	þegar	NULL	hayet	NULL	NULL	mi	ora	NULL	NULL	NULL	NULL	atzaj	no	ह	သည	ल	ijcuac	NULL	da	ᐊᐲ	huan	چون	nony	NULL	NULL	pic	NULL	aretak	NULL	kana	cînd	NULL	NULL	keď	ko	vakati	goortay	al	NULL	NULL	när	ܟܕ	NULL	NULL	เม	NA	NULL	NULL	cuando	NULL	NULL	kaloku	NULL
b.MAT.12.3a	when	apu	toe	tai	kur	NULL	حين	երբ	NULL	NULL	когато	tek	diha	anae	時	mɨ	NULL	егда	mika	NULL	ⲉⲧⲁ	NULL	když	da	da	ɣɔn	waato	waatʋ	kiam	kui	esi	kun	lorsqu	kagena	tra	NA	ὅτε	οτε	ય	जब	kad	mikor	waktu	þegar	quando	yet	NULL	NULL	mi	ora	때에	quando	kad	NULL	tej	NULL	NULL	အခ	NULL	ijcuac	toen	da	ᐊᐲ	laia	وقتی	raha	gdy	quando	NULL	NULL	aretak	horaspi	kana	cînd	когда	llig	keď	ko	musi	goortuu	cuando	kad	wakati	när	ܟܕ	NULL	nang	NULL	NA	NULL	як	cuando	wode	ba	xa	NULL
b.MAT.12.9a	when	NULL	NULL	NULL	mbasi	jnda	NULL	NULL	NULL	NULL	като	tek	NULL	anae	NULL	mɨ	NULL	NULL	NA	ari	NULL	NULL	NULL	NULL	da	wen	NULL	ɩlɛna	NULL	kui	NULL	NULL	étant	kagena	tra	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	lahwi	NULL	NULL	NULL	chents	NULL	cum	NULL	NULL	bˈeˈx	NULL	NULL	NULL	NULL	NULL	dat	NULL	NULL	huan	NULL	nony	NULL	NULL	pic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	నప	NULL	NULL	NA	NULL	NULL	cuando	yesuusi	bi	NULL	NULL
b.MAT.12.15a	when	NULL	toe	tai	kur	NULL	NULL	երբ	hori	na	като	NULL	si	anae	NULL	mɨ	NULL	же	NA	ari	NULL	lè	NULL	da	da	wen	kaŋ	ɩlɛna	NULL	kui	NULL	kun	ayant	kagena	tra	NA	NULL	NULL	NULL	नकर	kad	NULL	NULL	þegar	NULL	hayet	NULL	NULL	mi	ora	NULL	NULL	NULL	NULL	tej	i	ह	အခ	ग	NULL	NULL	da	NULL	NULL	NULL	NULL	NULL	NULL	pic	NULL	aretak	caita	NULL	NULL	NULL	NULL	NULL	ko	wakati	goortuu	como	NULL	NULL	när	NULL	NULL	NULL	เม	NA	NULL	довідавшись	cuando	NULL	bi	uthe	NULL
b.MAT.12.24a	when	tinamtai	toe	tai	kur	quia	فلما	երբ	NULL	na	като	tek	NULL	NULL	見	mɨ	NULL	NULL	NA	NULL	NULL	lè	NULL	da	da	wen	waato	kɔma	NULL	kui	esi	kun	ayant	kagena	tra	NA	NULL	NULL	ય	NULL	NULL	NULL	ketika	þegar	NULL	hayet	NULL	NULL	mi	ora	NULL	NULL	NULL	NULL	tej	no	ह	NULL	जब	ijcuac	NULL	da	NULL	un	NULL	nony	NULL	NULL	pic	NULL	aretak	caita	kana	cînd	NULL	llig	keď	ko	vakati	goortay	al	a	NULL	när	ܟܕ	డ	nang	เม	NA	NULL	NULL	cuando	NULL	bi	NULL	NULL
b.MAT.12.43a	when	nunia	wanneer	tai	kur	quia	اذا	NULL	bada	na	когато	tek	diha	yanguin	NULL	mɨ	ꭲᏻꮓ	егда	NA	itimantacari	ⲉϣⲱⲡ	lè	když	når	wenn	te	waati	waatʋ	kiam	NA	ne	kun	lorsque	NULL	tra	NA	δὲ	οταν	NULL	जब	kad	mikor	apabila	þegar	quando	NULL	NULL	tura	m	ora	때에	cum	kad	NULL	aj	ka	ह	သည	जब	ijcuac	NULL	når	ᐊᐲ	huan	وقتی	raha	gdy	havendo	pic	NULL	aretak	imahoras	kana	cînd	когда	NULL	keď	kadar	kana	goortuu	cuando	kad	NULL	när	ܕܝܢ	తర	t	เม	NA	NULL	як	cuando	wode	xamee	xa	nxa
b.MAT.12.44a	when	wainak	NULL	tai	kur	quia	NULL	NULL	NULL	NULL	като	tek	pag	anae	見	mɨ	ꮏꮙꮓ	пришедъ	NA	ari	NULL	lè	NULL	når	wenn	wen	waato	ɩlɛna	alveninte	kui	ne	kun	quand	de	tra	NA	NULL	NULL	NULL	NULL	NULL	NULL	waktu	er	NULL	yet	NULL	wáiniak	nni	orna	NULL	NULL	NULL	NULL	ajtzin	no	ह	NULL	NULL	ijcuac	dat	når	NULL	huan	چون	nony	NULL	chegando	NULL	nahilo	aretak	NULL	antunchi	cînd	NULL	NULL	keď	ko	NULL	goortuu	cuando	došavši	NULL	när	NULL	NULL	pagdating	และเม	NA	NULL	NULL	cuando	wode	nag	NULL	NULL
b.MAT.13.4a	when	NULL	terwyl	NULL	ndërsa	NULL	وفيما	երբ	NULL	NULL	като	tek	diha	anae	時	mɨ	NULL	NULL	NA	NULL	ⲟⲩⲟϩ	antan	když	idet	NULL	te	waato	ɩlɛna	dum	kui	esi	NULL	comme	de	myr	NA	ἐν	ενω	ય	समय	dok	mikor	ketika	er	mentre	yet	NULL	NULL	mi	orna	NULL	NULL	NULL	NULL	teˈ	ka	NULL	NULL	जब	ijcuac	NULL	da	NULL	laiin	چون	raha	gdy	quando	ici	oti	aretak	NULL	NULL	cînd	когда	llig	keď	ko	zvino	NULL	mientras	kad	NULL	när	ܘܟܕ	NULL	NULL	และเม	NA	NULL	як	cuando	NULL	bi	NULL	NULL
b.MAT.13.6a	when	NULL	toe	tai	kur	jnda	لما	երբ	eta	NA	като	tek	NULL	anae	NULL	NULL	NULL	же	NA	NULL	ⲉⲧⲁ	lè	když	da	als	wen	waato	ɩlɛna	kiam	kui	esi	NULL	quand	de	tra	NA	δὲ	οτε	NULL	NULL	kad	mikor	waktu	þegar	NULL	yet	NULL	NULL	mi	ora	NULL	NULL	kad	NULL	atzaj	no	व	အခ	जब	ijcuac	toen	da	ᐊᐲ	a	وچون	rehefa	gdy	saindo	ici	NULL	aretak	NULL	kana	cînd	когда	NULL	keď	ko	rakati	goortay	cuando	kad	NULL	när	ܟܕ	నప	NULL	เม	NA	NULL	як	cuando	wode	bi	ke	NULL
b.MAT.13.19a	when	NULL	as	tai	kur	NULL	NULL	NULL	noiz	NULL	NULL	NULL	diha	NULL	見	NULL	ꭲᏻꮓ	ꙇ	NA	ari	NULL	NULL	NULL	når	wenn	te	NULL	NULL	kiam	kui	NULL	kun	lorsqu	NULL	NULL	NA	NULL	NULL	ય	नकर	NULL	ha	NULL	þegar	che	NULL	NULL	NULL	m	chë	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NA	NULL	NULL	NULL	که	raha	gdy	NULL	pic	NULL	NULL	NULL	kana	cînd	NULL	NULL	keď	NULL	kana	NULL	cuando	NULL	NULL	när	NULL	NULL	kung	เม	NA	NULL	коли	NULL	NULL	xamee	ukuba	NULL
b.MAT.13.21a	when	NA	as	tai	kur	quia	NULL	երբ	eta	NA	когато	tek	inig	anae	NULL	mɨ	NULL	же	NA	NA	ⲇⲉ	lè	když	når	wenn	te	waati	saa	kiam	kui	nenye	kun	NULL	gila	tra	NA	γενομένης	οταν	ય	जब	kad	mihelyt	begitu	er	appena	hayet	NULL	tura	NULL	bayté	때에는	autem	NULL	NULL	NULL	wa	ल	အခ	जब	ijcuac	als	da	ᐊᐲ	a	NULL	raha	gdy	logo	NULL	ane	aretak	shamujpi	kana	cum	когда	NULL	keď	kadar	kana	goortii	cuando	kad	wakati	när	ܘܡܐ	తర	pagdating	และเม	NA	NA	як	cuando	wode	nag	ke	kuthi
b.MAT.13.26a	when	nuna	toe	sara	kur	NULL	فلما	երբ	NULL	NULL	когато	tek	na	anae	候	mɨ	ꮏꮙꮓ	егда	NA	ari	ϩⲟⲧⲉ	lè	když	da	nun	wen	saaya	kɔma	kiam	kui	esi	kun	lorsque	NULL	tra	NA	ὅτε	οτε	ય	जब	kad	mikor	ketika	þegar	quando	lahwi	NULL	NULL	mi	NULL	NULL	cum	kad	kai	atzaj	no	व	အခ	NULL	ijcuac	toen	da	ᐊᐲ	huan	وقتی	rehefa	gdy	quando	pic	NULL	aretak	NULL	kana	cînd	когда	llig	keď	ko	NULL	markii	cuando	kad	basi	när	ܟܕ	నప	nang	คร	NA	NULL	як	cuando	wode	bi	NULL	kwathi
b.MAT.13.32a	when	NA	as	tai	kur	jnda	متى	երբ	NULL	NULL	когато	tek	sa	anae	NULL	mɨ	NULL	егда	NA	NULL	ⲉϣⲱⲡ	lè	když	når	wenn	te	waato	NULL	NULL	kui	eva	kun	quand	de	tra	NA	ὅταν	οταν	ય	जब	kad	mikor	kalau	NULL	NULL	yet	NULL	NULL	mi	orna	NULL	cum	kad	NULL	ajtzin	NULL	NULL	အခ	जब	ijcuac	NULL	når	ᐊᐲ	chiangin	چون	rehefa	kiedy	depois	pic	ane	aretak	NULL	kana	după	когда	di	keď	kadar	kana	goortay	cuando	kad	NULL	när	ܡܐ	నప	nang	เม	NA	NULL	як	cuando	wode	bu	xa	NULL
