sent_id,context,eng,acu,afr,ake,alb,amh,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,gla,glv,got,grc,gre,guj,heb,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.GEN.24.19,"and when she had done giving him drink , she said , i will draw water for thy camels also , until they have done drinking .",when,NA,nadat,NA,sapo,NULL,NA,ولما,NULL,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,NULL,da,da,NA,saaya,NA,kiam,NULL,NA,NULL,quand,NA,NA,NA,NA,NA,αφου,NA,NULL,जब,kad,minekutána,setelah,er,NULL,NA,NULL,NA,NA,NA,NULL,cumque,NA,NULL,NA,ka,NA,toen,da,NA,",",چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,după,когда,NA,keď,ko,wakati,markii,cuando,kad,NA,sedan,NA,pagkatapos,เม,NULL,NULL,NA,NA,NA,NA,yakugqiba,NA
b.GEN.24.30,"and it came to pass , when he saw the earring and bracelets upon his sister ' s hands , and when he heard the words of rebekah his sister , saying , thus spake the man unto me ; that he came unto the man ; and , behold , he stood by the camels at the well .",when,NA,toe,NA,sa,ጊዜ,NA,اذ,երբ,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,da,als,NA,saaya,NA,kiam,kui,NA,kun,NULL,NA,NA,NA,NA,NA,ως,NA,NULL,जब,čim,mikor,NA,er,NULL,NA,NULL,NA,NA,NA,때에,cumque,NA,NULL,NA,i,NA,NA,da,NA,NULL,چون,rehefa,NULL,porquanto,NA,NA,NA,NA,NA,NULL,когда,NA,keď,ko,wakati,markuu,cuando,kako,NA,när,NA,NULL,NULL,NA,NULL,NA,NA,NA,NA,",",NA
b.GEN.24.30,"and it came to pass , when he saw the earring and bracelets upon his sister ' s hands , and when he heard the words of rebekah his sister , saying , thus spake the man unto me ; that he came unto the man ; and , behold , he stood by the camels at the well .",when,NA,toe,NA,sa,ጊዜ,NA,اذ,երբ,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,da,als,NA,saaya,NA,kiam,kui,NA,kun,NULL,NA,NA,NA,NA,NA,ως,NA,NULL,जब,čim,mikor,NA,er,NULL,NA,NULL,NA,NA,NA,때에,cumque,NA,NULL,NA,i,NA,NA,da,NA,NULL,چون,rehefa,NULL,porquanto,NA,NA,NA,NA,NA,NULL,когда,NA,keď,ko,wakati,markuu,cuando,kako,NA,när,NA,NULL,NULL,NA,NULL,NA,NA,NA,NA,",",NA
b.GEN.24.36,and sarah my master ' s wife bare a son to my master when she was old : and unto him hath he given all that he hath .,when,NA,nadat,NA,",",NULL,NA,NULL,ծերունական,NA,NA,когато,NA,NULL,NA,候,NA,NA,NA,NA,NA,NA,lè,NULL,NULL,NULL,NA,NULL,NA,kiam,eas,NA,NULL,NULL,NA,NA,NA,NA,NA,αφου,NA,אחרי,NULL,pošto,",",NULL,NULL,quando,NA,NULL,NA,NA,NA,NULL,NULL,NA,",",NA,i,NA,NULL,NULL,NA,NULL,NULL,rehefa,NULL,depois,NA,NA,NA,NA,NA,la,NULL,NA,keď,ko,NULL,markay,NULL,NULL,NA,NULL,NA,nang,นายเม,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.24.41,"then shalt thou be clear from this my oath , when thou comest to my kindred ; and if they give not thee one , thou shalt be clear from my oath .",when,NA,as,NA,kur,ጊዜ,NA,حينما,NULL,NA,NA,когато,NA,kong,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,NULL,wenn,NA,kaŋ,NA,kiam,kui,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,כי,जब,NULL,ha,NULL,ef,quando,NA,NULL,NA,NA,NA,때에는,cum,NA,",",NA,NULL,NA,als,når,NA,chiangin,چون,raha,gdy,quando,NA,NA,NA,NA,NA,dacă,когда,NA,keď,ko,kana,markaad,cuando,NULL,NA,när,NA,pagka,เม,as,NULL,NA,NA,NA,NA,xa,NA
b.GEN.24.43,"behold , i stand by the well of water ; and it shall come to pass , that when the virgin cometh forth to draw water , and i say to her , give me , i pray thee , a little water of thy pitcher to drink ;",when,NA,NULL,NA,NULL,NULL,NA,NULL,NULL,NA,NA,NULL,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,NULL,NULL,NA,NULL,NA,NULL,kui,NA,seisoessani,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,NULL,",",apabila,NULL,",",NA,、,NA,NA,NA,NULL,NULL,NA,atėjus,NA,ka,NA,NULL,NULL,NA,",",NULL,NULL,NULL,NULL,NA,NA,NA,NA,NA,NULL,",",NA,keď,NULL,NULL,NULL,NULL,NULL,NA,NULL,NA,NULL,ื,NULL,NULL,NA,NA,NA,NA,ke,NA
b.GEN.24.52,"and it came to pass , that , when abraham ' s servant heard their words , he worshipped the lord , bowing himself to the earth .",when,NA,toe,NA,kur,ጊዜ,NA,عندما,երբ,NA,NA,NULL,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,jakž,da,da,NA,waato,NA,kiam,kui,NA,NULL,lorsque,NA,NA,NA,NA,NA,NULL,NA,כאשר,NULL,kad,mint,ketika,er,quando,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,ka,NA,NULL,da,NA,NULL,چون,NULL,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,zvino,markii,cuando,kad,NA,när,NA,pagkarinig,NULL,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.24.64,"and rebekah lifted up her eyes , and when she saw isaac , she lighted off the camel .",when,NA,toe,NA,NULL,አቀናች,NA,NULL,եւ,NA,NA,NULL,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,fik,da,NA,saaya,NA,NULL,kui,NA,kun,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,kad,NULL,ketika,NULL,",",NA,NULL,NA,NA,NA,NULL,NULL,NA,",",NA,no,NA,NULL,da,NA,NULL,NULL,NULL,NULL,",",NA,NA,NA,NA,NA,NULL,NULL,NA,NULL,NULL,akati,markay,NULL,NULL,NA,fick,NA,nang,เม,assaɣa,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.25.20,"and isaac was forty years old when he took rebekah to wife , the daughter of bethuel the syrian of padan - aram , the sister to laban the syrian .",when,NA,toe,NA,kur,ሲሆነው,NA,لما,երբ,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,saaya,NA,kiam,kui,NA,kun,quand,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kad,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,NULL,cum,NA,",",NA,i,NA,toen,da,NA,laiin,چون,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,kwake,markuu,cuando,kad,NA,när,NA,nang,เม,as,NULL,NA,NA,NA,NA,",",NA
b.GEN.25.24,"and when her days to be delivered were fulfilled , behold , there were twins in her womb .",when,NA,toe,NA,kur,NULL,NA,فلما,երբ,NA,NA,когато,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,nu,nun,NA,alwaato,NA,kiam,kui,NA,kun,où,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,betelének,NULL,er,quando,NA,NULL,NA,NA,NA,NULL,NULL,NA,atėjus,NA,ka,NA,toen,nu,NA,",",چون,rehefa,gdy,NULL,NA,NA,NA,NA,NA,cînd,настало,NA,keď,ko,zvino,markii,cuando,kad,NA,sedan,NA,nang,เม,as,gelince,NA,NA,NA,NA,ke,NA
b.GEN.25.26,"and after that came his brother out , and his hand took hold on esau ' s heel ; and his name was called jacob : and isaac was threescore years old when she bare them .",when,NA,by,NA,kur,ጊዜ,NA,لما,երբ,NA,NA,когато,NA,pag,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,NULL,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kad,mikor,waktu,er,quando,NA,、,NA,NA,NA,때에,quando,NA,NULL,NA,NULL,NA,bij,da,NA,laiin,NULL,NULL,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markay,cuando,kad,NA,när,NA,nang,เม,as,NULL,NA,NA,NA,NA,",",NA
b.GEN.26.8,"and it came to pass , when he had been there a long time , that abimelech king of the philistines looked out at a window , and saw , and , behold , isaac was sporting with rebekah his wife .",when,NA,toe,NA,kur,NULL,NA,اذ,NULL,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,da,da,NA,saaya,NA,kiam,kui,NA,kun,comme,NA,NA,NA,NA,NA,αφου,NA,כי,NULL,NULL,multával,setelah,er,quando,NA,NULL,NA,NA,NA,NULL,cumque,NA,",",NA,ka,NA,NULL,NULL,NA,nungin,چون,rehefa,gdy,depois,NA,NA,NA,NA,NA,fiindcă,когда,NA,keď,ko,wakati,markuu,después,kad,NA,när,NA,nang,่,NULL,NULL,NA,NA,NA,NA,akubon,NA
b.GEN.26.34,"and esau was forty years old when he took to wife judith the daughter of beeri the hittite , and bashemath the daughter of elon the hittite :",when,NA,NULL,NA,NULL,ሲሆነው,NA,ولما,NULL,NA,NA,когато,NA,na,NA,候,NA,NA,NA,NA,NA,NA,lè,",",",",",",NA,saaya,NA,",",siis,NA,NULL,",",NA,NA,NA,NA,NA,οτε,NA,NULL,तब,kad,mikor,ketika,gekk,",",NA,NULL,NA,NA,NA,NULL,quadragenarius,NA,",",NA,",",NA,als,NULL,NA,a,چون,rehefa,",",",",NA,NA,NA,NA,NA,",",",",NA,keď,ko,NULL,markuu,cuando,kad,NA,",",NA,nang,เม,as,NULL,NA,NA,NA,NA,",",NA
b.GEN.27.1,"and it came to pass , that when isaac was old , and his eyes were dim , so that he could not see , he called esau his eldest son , and said unto him , my son : and he said unto him , behold , here am i .",when,NA,toe,NA,kur,ጊዜ,NA,لما,երբ,NA,NA,когато,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,fin,když,da,da,NA,kaŋ,NA,kiam,kui,NA,kun,NULL,NA,NA,NA,NA,NA,αφου,NA,NULL,जब,NULL,mikor,ketika,er,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,NA,NULL,da,NA,",",چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,NULL,когда,NA,keď,ko,NULL,markii,cuando,kad,NA,när,NA,nang,ื,NA,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.27.5,"and rebekah heard when isaac spake to esau his son . and esau went to the field to hunt for venison , and to bring it .",when,NA,terwyl,NA,ndërsa,NULL,NA,اذ,NULL,NA,NA,когато,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,medens,aber,NA,kaŋ,NA,kiam,kui,NA,kuinka,NULL,NA,NA,NA,NA,NA,ενω,NA,NULL,जब,dok,a,maka,",",mentre,NA,NULL,NA,NA,NA,NULL,cum,NA,kai,NA,i,NA,toen,at,NA,",",چون,NULL,gdy,quando,NA,NA,NA,NA,NA,ce,когда,NA,keď,ko,NULL,markii,cuando,NULL,NA,huru,NA,nang,เม,NULL,NULL,NA,NA,NA,NA,ukuba,NA
b.GEN.27.34,"and when esau heard the words of his father , he cried with a great and exceeding bitter cry , and said unto his father , bless me , even me also , o my father .",when,NA,toe,NA,NULL,ጊዜ,NA,فعندما,երբ,NA,NA,когато,NA,pagkadungog,NA,NULL,NA,NA,NA,NA,NA,NA,lè,NULL,da,als,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kad,mint,setelah,er,quando,NA,NULL,NA,NA,NA,NULL,NULL,NA,",",NA,",",NA,NULL,da,NA,NULL,چون,raha,NULL,NULL,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,akati,markuu,cuando,kad,NA,när,NA,nang,NULL,as,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.27.40,"and by thy sword shalt thou live , and shalt serve thy brother ; and it shall come to pass when thou shalt have the dominion , that thou shalt break his yoke from off thy neck .",when,NA,as,NA,kur,ጊዜ,NA,حينما,NULL,NA,NA,когато,NA,NULL,NA,候,NA,NA,NA,NA,NA,NA,NULL,NULL,når,daß,NA,waati,NA,kiam,kui,NA,kierrellen,librement,NA,NA,NA,NA,NA,οταν,NA,כאשר,जब,kada,mikor,bila,er,quando,NA,NULL,NA,NA,NA,때에는,cum,NA,kada,NA,NULL,NA,NA,når,NA,chiangin,چون,raha,",",quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,kana,markaad,cuando,pošto,NA,när,NA,pagka,่,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.28.6,"when esau saw that isaac had blessed jacob , and sent him away to padan - aram , to take him a wife from thence ; and that as he blessed him he gave him a charge , saying , thou shalt not take a wife of the daughters of canaan ;",when,NA,toe,NA,por,ጊዜ,NA,فلما,երբ,NA,NA,като,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,pak,men,als,NA,NULL,NA,kiam,kui,NA,kun,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,जब,kad,NULL,waktu,en,NULL,NA,NULL,NA,NA,NA,NULL,autem,NA,NULL,NA,ka,NA,NULL,da,NA,laia,چون,nony,a,ora,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,NULL,zvino,NULL,NULL,a,NA,när,NA,NULL,NULL,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.29.10,"and it came to pass , when jacob saw rachel the daughter of laban his mother ' s brother , and the sheep of laban his mother ' s brother , that jacob went near , and rolled the stone from the well ' s mouth , and watered the flock of laban his mother ' s brother .",when,NA,toe,NA,kur,ጊዜ,NA,لما,երբ,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,snart,da,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,ως,NA,כאשר,NULL,NULL,a,ketika,er,quando,NA,NULL,NA,NA,NA,NULL,cum,NA,",",NA,no,NA,NULL,da,NA,",",چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,akati,markuu,al,kad,NA,när,NA,nang,NULL,as,NULL,NA,NA,NA,NA,",",NA
b.GEN.29.13,"and it came to pass , when laban heard the tidings of jacob his sister ' s son , that he ran to meet him , and embraced him , and kissed him , and brought him to his house . and he told laban all these things .",when,NA,toe,NA,sapo,ጊዜ,NA,حين,երբ,NA,NA,като,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,snart,da,NA,saaya,NA,kiam,kui,NA,kun,dès,NA,NA,NA,NA,NA,NULL,NA,כשמע,NULL,kad,mikor,ketika,er,quando,NA,ラバンは妹の子ヤコブがきたという知らせを聞くとすぐ,NA,NA,NA,NULL,NULL,NA,NULL,NA,a,NA,NA,nu,NA,NULL,چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,cum,NULL,NA,keď,ko,akati,markuu,NULL,kad,NA,NULL,NA,nang,่,as,NULL,NA,NA,NA,NA,akuluva,NA
b.GEN.29.31,"and when the lord saw that leah was hated , he opened her womb : but rachel was barren .",when,NA,toe,NA,duke,NULL,NA,NULL,երբ,NA,NA,а,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,NULL,da,da,NA,waato,NA,kiam,kui,NA,kun,NULL,NA,NA,NA,NA,NA,ιδων,NA,NULL,जब,NULL,NULL,ketika,er,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,ka,NA,NULL,da,NA,",",چون,rehefa,NULL,",",NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,zvino,NULL,viendo,NULL,NA,då,NA,NULL,เม,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.30.1,"and when rachel saw that she bare jacob no children , rachel envied her sister ; and said unto jacob , give me children , or else i die .",when,NA,toe,NA,kur,ጊዜ,NA,فلما,երբ,NA,NA,като,NA,pagtan,NA,NULL,NA,NA,NA,NA,NA,NA,lè,pak,da,da,NA,saaya,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,NULL,ha,tetapi,er,NULL,NA,NULL,NA,NA,NA,NULL,autem,NA,NULL,NA,no,NA,toen,da,NA,",",NULL,rehefa,NULL,NULL,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,akati,markay,viendo,NULL,NA,nu,NA,nang,เลอาห,NA,NULL,NA,NA,NA,NA,kaloku,NA
b.GEN.30.9,"when leah saw that she had left bearing , she took zilpah her maid , and gave her jacob to wife .",when,NA,toe,NA,duke,ጊዜ,NA,ولما,երբ,NA,NA,когато,NA,pagtan,NA,NULL,NA,NA,NA,NA,NA,NA,lè,pak,da,da,NA,waato,NA,kiam,kui,NA,kun,NULL,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,NULL,NULL,ketika,er,allora,NA,、,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,NA,NULL,da,NA,lai,چون,rehefa,a,NULL,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,zvino,markay,viendo,a,NA,då,NA,nang,เม,as,NULL,NA,NA,NA,NA,kaloku,NA
b.GEN.30.25,"and it came to pass , when rachel had born joseph , that jacob said unto laban , send me away , that i may go unto mine own place , and to my country .",when,NA,nadat,NA,NULL,NULL,NA,لما,երբ,NA,NA,като,NA,pag,NA,NULL,NA,NA,NA,NA,NA,NA,apre,když,da,nun,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,αφου,NA,כאשר,जब,pošto,a,sesudah,er,dopo,NA,NULL,NA,NA,NA,때에,NULL,NA,NULL,NA,ka,NA,na,da,NA,",",چون,rehefa,gdy,depois,NA,NA,NA,NA,NA,după,как,NA,keď,ko,zvino,markii,cuando,kad,NA,nu,NA,nang,่,NULL,NULL,NA,NA,NA,NA,xa,NA
b.GEN.30.30,"for it was little which thou hadst before i came , and it is now increased unto a multitude ; and the lord hath blessed thee since my coming : and now when shall i provide for mine own house also ?",when,NA,wanneer,NA,kur,NULL,NA,متى,րբ,NA,NA,кога,NA,kanus,NA,候,NA,NA,NA,NA,NA,NA,lè,kdy,når,wann,NA,waati,NA,kiam,millal,NA,milloin,quand,NA,NA,NA,NA,NA,ποτε,NA,מתי,NULL,NULL,mikor,NULL,hvenær,quando,NA,、,NA,NA,NA,NULL,NULL,NA,kai,NA,NULL,NA,dat,når,NA,chiangin,NULL,rahoviana,kiedyż,quando,NA,NA,NA,NA,NA,cînd,когда,NA,kedyže,kdaj,NULL,NULL,cuándo,kad,NA,när,NA,kailan,เม,ewad,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.30.33,"so shall my righteousness answer for me in time to come , when it shall come for my hire before thy face : every one that is not speckled and spotted among the goats , and brown among the sheep , that shall be counted stolen with me .",when,NA,as,NA,kur,ጊዜ,NA,اذا,եւ,NA,NA,когато,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,saaya,NA,kiam,kui,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,כי,जब,kad,mikor,bilamana,er,quando,NA,、,NA,NA,NA,NULL,quando,NA,kai,NA,ina,NA,als,når,NA,chiangin,وقتی,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,kadar,kana,goortaad,cuando,kad,NA,när,NA,pagparito,NULL,as,NULL,NA,NA,NA,NA,xa,NA
b.GEN.30.38,"and he set the rods which he had pilled before the flocks in the gutters in the watering troughs when the flocks came to drink , that they should conceive when they came to drink .",when,NA,NULL,NA,",",ጊዜ,NA,NULL,երբ,NA,NA,NULL,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,",",og,NULL,NA,kaŋ,NA,NULL,NULL,NA,tullessansa,NULL,NA,NA,NA,NA,NA,οπου,NA,NULL,तब,kako,",",waktu,",",",",NA,。,NA,NA,NA,NULL,cum,NA,",",NA,ina,NA,NULL,NULL,NA,NULL,وقتی,NULL,gdy,",",NA,NA,NA,NA,NA,NULL,",",NA,vodu,ko,NULL,markay,agua,kad,NA,och,NA,NULL,NULL,NULL,NULL,NA,NA,NA,NA,",",NA
b.GEN.30.38,"and he set the rods which he had pilled before the flocks in the gutters in the watering troughs when the flocks came to drink , that they should conceive when they came to drink .",when,NA,NULL,NA,",",ጊዜ,NA,NULL,երբ,NA,NA,NULL,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,",",og,NULL,NA,kaŋ,NA,NULL,NULL,NA,tullessansa,NULL,NA,NA,NA,NA,NA,οπου,NA,NULL,तब,kako,",",waktu,",",",",NA,。,NA,NA,NA,NULL,cum,NA,",",NA,ina,NA,NULL,NULL,NA,NULL,وقتی,NULL,gdy,",",NA,NA,NA,NA,NA,NULL,",",NA,vodu,ko,NULL,markay,agua,kad,NA,och,NA,NULL,NULL,NULL,NULL,NA,NA,NA,NA,",",NA
b.GEN.30.42,"but when the cattle were feeble , he put them not in : so the feebler were laban ' s , and the stronger jacob ' s .",when,NA,as,NA,kur,NULL,NA,وحين,երբ,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,når,NULL,NA,saaya,NA,kiam,kui,NA,heikkojen,quand,NA,NA,NA,NA,NA,οτε,NA,ובהעטיף,जब,NULL,mikor,NULL,er,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,silpnesniems,NA,NULL,NA,NULL,når,NA,NULL,NULL,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,kadar,kana,NULL,cuando,kad,NA,när,NA,pagka,และเม,NULL,NULL,NA,NA,NA,NA,xa,NA
b.GEN.31.49,"and mizpah ; for he said , the lord watch between me and thee , when we are absent one from another .",when,NA,as,NA,kur,ጊዜ,NA,حينما,NULL,NA,NA,когато,NA,kong,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,saaya,NA,kiam,kui,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,כי,जब,kad,mikor,NULL,er,quando,NA,NULL,NA,NA,NA,때에,quando,NA,kai,NA,ina,NA,als,når,NA,chiangin,وقتی,rehefa,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,kana,NULL,cuando,kad,NA,när,NA,pag,เม,NULL,zaman,NA,NA,NA,NA,NULL,NA
b.GEN.32.2,"and when jacob saw them , he said , this is god ' s host : and he called the name of that place mahanaim .",when,NA,toe,NA,mbasi,ጊዜ,NA,اذ,NULL,NA,NA,като,NA,si,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kaj,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,οτε,NA,כאשר,NULL,kad,mikor,ketika,er,mentre,NA,NULL,NA,NA,NA,NULL,cum,NA,",",NA,ka,NA,toen,da,NA,",",وچون,NULL,NULL,quando,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,akati,markuu,cuando,kad,NA,då,NA,nang,เม,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.32.17,"and he commanded the foremost , saying , when esau my brother meeteth thee , and asketh thee , saying , whose art thou ? and whither goest thou ? and whose are these before thee ?",when,NA,as,NA,kur,NULL,NA,اذا,եւ,NA,NA,когато,NA,kong,NA,候,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,saaya,NA,se,NULL,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,כי,NULL,kad,ha,jika,þegar,NULL,NA,NULL,NA,NA,NA,NULL,obvium,NA,kai,NA,a,NA,als,når,NA,NULL,چون,NULL,każde,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,kana,markii,cuando,kad,NA,när,NA,pagka,เม,NULL,‹,NA,NA,NA,NA,xa,NA
b.GEN.32.19,"and so commanded he the second , and the third , and all that followed the droves , saying , on this manner shall ye speak unto esau , when ye find him .",when,NA,as,NA,kur,ጊዜ,NA,حينما,երբ,NA,NA,когато,NA,kong,NA,候,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,saaya,NA,kiam,NULL,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,NULL,NULL,kad,mikor,kalau,þegar,NULL,NA,NULL,NA,NA,NA,NULL,cum,NA,kai,NA,ina,NA,NULL,når,NA,chiang,چون,ary,a,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markaad,cuando,kad,NA,när,NA,pagkasumpong,เม,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.32.25,"and when he saw that he prevailed not against him , he touched the hollow of his thigh ; and the hollow of jacob ' s thigh was out of joint , as he wrestled with him .",when,NA,toe,NA,kur,ጊዜ,NA,ولما,երբ,NA,NA,като,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,NULL,da,da,NA,saaya,NA,NULL,NULL,NA,kun,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,NULL,mikor,ketika,er,NULL,NA,NULL,NA,NA,NA,때에,cum,NA,",",NA,no,NA,toen,da,NA,huan,چون,NULL,NULL,quando,NA,NA,NA,NA,NA,NULL,",",NA,NULL,ko,akati,markuu,como,kad,NA,när,NA,nang,เม,iqqim,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.33.18,"and jacob came to shalem , a city of shechem , which is in the land of canaan , when he came from padan - aram ; and pitched his tent before the city .",when,NA,toe,NA,duke,ጊዜ,NA,حين,եւ,NA,NA,като,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,nachdem,NA,saaya,NA,NULL,NULL,NA,NULL,et,NA,NA,NA,NA,NA,αφου,NA,בבאו,NULL,NULL,NULL,",",er,quando,NA,NULL,NA,NA,NA,NULL,postquam,NA,",",NA,i,NA,NULL,da,NA,takin,چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,kwake,markuu,NULL,NULL,NA,NULL,NA,nang,าเม,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.34.2,"and when shechem the son of hamor the hivite , prince of the country , saw her , he took her , and lay with her , and defiled her .",when,NA,toe,NA,",",NULL,NA,فرآها,NULL,NA,NA,а,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,NULL,NULL,da,NA,kaŋ,NA,NULL,NULL,NA,NULL,aperçue,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,hivijac,NULL,ketika,þá,la,NA,NULL,NA,NA,NA,NULL,cum,NA,",",NA,ka,NA,toen,NULL,NA,",",چون,NULL,ujrzawszy,NULL,NA,NA,NA,NA,NA,zărită,",",NA,keď,NULL,NULL,NULL,NULL,NULL,NA,och,NA,',เม,as,NULL,NA,NA,NA,NA,NULL,NA
